DEBUG 2021-10-19 10:25:03,537 1939493ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:41:30,450 638205ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:41:30,450 638205ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:41:34,777 642532ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:41:34,777 642532ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:41:39,822 647578ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:41:39,822 647578ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:41:44,845 652600ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:41:44,845 652600ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:41:49,901 657656ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:41:49,901 657656ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:41:54,953 662708ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:41:54,953 662708ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:00,000 667755ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:00,000 667755ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:00,750 668505ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:42:00,751 668506ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:42:05,048 672803ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:05,048 672803ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:08,510 676265ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-20T16:41:15.4738832Z;LastJobId:506382;NextExecution:2021-10-20T16:42:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-20T16:42:06.4270878Z;NextExecution:2021-10-20T16:43:00.0000000Z;LastJobId:506383), NextExecution: (20/10/2021 16:43:00)
DEBUG 2021-10-20 13:42:10,092 677847ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:10,092 677847ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:10,565 678320ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-20 13:42:15,141 682896ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:15,141 682896ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:20,189 687944ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:20,189 687944ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:25,237 692992ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:25,237 692992ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:30,282 698037ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:30,282 698037ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:31,143 698898ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:42:31,143 698898ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:42:35,329 703084ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:35,329 703084ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:40,375 708130ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:40,375 708130ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:45,394 713149ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:45,394 713149ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:50,440 718196ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:50,441 718196ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:42:55,496 723251ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:42:55,496 723251ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:00,501 728256ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:00,501 728256ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:01,297 729052ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:43:01,297 729052ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:43:05,529 733284ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:05,530 733285ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:10,583 738339ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:10,583 738339ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:14,998 742753ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-20T16:42:06.4270878Z;LastJobId:506383;NextExecution:2021-10-20T16:43:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-20T16:43:12.9016717Z;NextExecution:2021-10-20T16:44:00.0000000Z;LastJobId:506384), NextExecution: (20/10/2021 16:44:00)
DEBUG 2021-10-20 13:43:15,626 743381ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:15,626 743381ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:17,006 744762ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-20 13:43:20,628 748383ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:20,628 748383ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:25,667 753422ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:25,667 753422ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:30,704 758459ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:30,704 758459ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:31,534 759289ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:43:31,534 759290ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:43:35,753 763508ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:35,753 763508ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:40,804 768559ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:40,804 768559ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:45,852 773607ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:45,852 773607ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:50,899 778654ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:50,899 778654ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:43:55,952 783707ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:43:55,952 783707ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:00,987 788742ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:00,987 788742ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:01,770 789525ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:44:01,770 789525ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:44:05,726 793481ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-20T16:43:12.9016717Z;LastJobId:506384;NextExecution:2021-10-20T16:44:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-20T16:44:03.7055807Z;NextExecution:2021-10-20T16:45:00.0000000Z;LastJobId:506385), NextExecution: (20/10/2021 16:45:00)
DEBUG 2021-10-20 13:44:06,034 793789ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:06,034 793790ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:07,749 795504ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-20 13:44:11,082 798837ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:11,082 798837ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:16,130 803885ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:16,130 803885ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:21,173 808928ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:21,173 808928ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:26,213 813968ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:26,213 813968ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:31,259 819015ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:31,259 819015ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:31,993 819748ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:44:31,994 819749ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:44:36,306 824061ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:36,306 824061ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:41,343 829098ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:41,343 829098ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:46,395 834150ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:46,395 834150ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:51,441 839196ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:51,441 839196ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:44:56,500 844255ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:44:56,500 844255ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:01,531 849286ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:01,532 849287ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:02,371 850126ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:45:02,371 850126ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:45:06,578 854333ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:06,578 854333ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:11,624 859379ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:11,624 859379ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:11,992 859747ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-20T16:44:03.7055807Z;LastJobId:506385;NextExecution:2021-10-20T16:45:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-20T16:45:09.9762465Z;NextExecution:2021-10-20T16:46:00.0000000Z;LastJobId:506386), NextExecution: (20/10/2021 16:46:00)
DEBUG 2021-10-20 13:45:14,001 861756ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-20 13:45:16,669 864424ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:16,669 864424ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:21,686 869441ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:21,686 869441ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:26,739 874494ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:26,739 874494ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:31,774 879530ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:31,774 879530ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:32,604 880359ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:45:32,604 880359ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:45:36,811 884566ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:36,811 884566ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:41,864 889619ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:41,865 889620ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:46,911 894667ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:46,912 894667ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:51,944 899700ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:51,945 899700ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:45:56,352 904107ms CountersAggregator     CallSite.Target    - Aggregating records in 'Counter' table...
DEBUG 2021-10-20 13:45:56,499 904254ms CountersAggregator     CallSite.Target    - Records from the 'Counter' table aggregated.
DEBUG 2021-10-20 13:45:57,000 904755ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:45:57,000 904755ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:46:02,022 909778ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:46:02,022 909778ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:46:02,759 910514ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-20T16:45:09.9762465Z;LastJobId:506386;NextExecution:2021-10-20T16:46:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-20T16:46:00.7510720Z;NextExecution:2021-10-20T16:47:00.0000000Z;LastJobId:506387), NextExecution: (20/10/2021 16:47:00)
DEBUG 2021-10-20 13:46:03,344 911099ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:46:03,344 911099ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:46:04,765 912520ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-20 13:46:07,050 914805ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:46:07,050 914805ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:46:12,093 919849ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:46:12,094 919849ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:46:17,147 924902ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:46:17,148 924903ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:46:22,200 929955ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:46:22,200 929955ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:46:27,245 935000ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:46:27,245 935000ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:46:32,292 940047ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:46:32,292 940047ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:46:33,739 941494ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b heartbeat successfully sent
DEBUG 2021-10-20 13:46:33,739 941494ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:28708:7b5f4b6b waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 13:46:37,337 945092ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:46:37,337 945092ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 13:46:42,358 950114ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 13:46:42,359 950115ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
INFO  2021-10-20 14:04:48,249  1674ms ackgroundServerProcess CallSite.Target    - Server desktop-c6rc2dp:17756:592c914e successfully announced in 249,4403 ms
INFO  2021-10-20 14:04:48,262  1688ms ackgroundServerProcess CallSite.Target    - Server desktop-c6rc2dp:17756:592c914e is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, CountersAggregator, Worker, DelayedJobScheduler, RecurringJobScheduler...
DEBUG 2021-10-20 14:04:48,264  1690ms BackgroundExecution    CallSite.Target    - Execution loop ServerHeartbeatProcess:7f62ec10 has started in 3,4942 ms
DEBUG 2021-10-20 14:04:48,266  1692ms BackgroundExecution    CallSite.Target    - Execution loop ServerWatchdog:f41731a2 has started in 2,637 ms
DEBUG 2021-10-20 14:04:48,268  1693ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:17756:592c914e waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-20 14:04:48,269  1695ms BackgroundExecution    CallSite.Target    - Execution loop ServerJobCancellationWatcher:c1d1aaad has started in 3,613 ms
DEBUG 2021-10-20 14:04:48,269  1695ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-20 14:04:48,271  1696ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-20 14:04:48,272  1697ms BackgroundExecution    CallSite.Target    - Execution loop ExpirationManager:1cdfbf40 has started in 3,0114 ms
DEBUG 2021-10-20 14:04:48,273  1699ms ExpirationManager      CallSite.Target    - Removing outdated records from the 'AggregatedCounter' table...
DEBUG 2021-10-20 14:04:48,274  1700ms BackgroundExecution    CallSite.Target    - Execution loop CountersAggregator:7d84ba38 has started in 3,737 ms
DEBUG 2021-10-20 14:04:48,275  1701ms CountersAggregator     CallSite.Target    - Aggregating records in 'Counter' table...
DEBUG 2021-10-20 14:04:48,277  1703ms BackgroundExecution    CallSite.Target    - Execution loop Worker:05b90c6a has started in 3,9165 ms
DEBUG 2021-10-20 14:04:48,280  1705ms BackgroundExecution    CallSite.Target    - Execution loop Worker:3652a3ce has started in 6,5335 ms
DEBUG 2021-10-20 14:04:48,282  1708ms BackgroundExecution    CallSite.Target    - Execution loop Worker:4bb35073 has started in 8,9521 ms
INFO  2021-10-20 14:04:48,284  1710ms ServiceBusManager      CallSite.Target    - Not checking for the existence of the queue desktopc6rc2dp
INFO  2021-10-20 14:04:48,284  1710ms ServiceBusManager      CallSite.Target    - Not checking for the existence of the queue desktopc6rc2dp
DEBUG 2021-10-20 14:04:48,319  1745ms ServiceBusManager      CallSite.Target    - Creating new QueueClient for queue desktopc6rc2dp
DEBUG 2021-10-20 14:04:48,319  1745ms ServiceBusManager      CallSite.Target    - Creating new QueueClient for queue desktopc6rc2dp
DEBUG 2021-10-20 14:04:48,319  1744ms BackgroundExecution    CallSite.Target    - Execution loop Worker:2f65a8ad has started in 45,4397 ms
DEBUG 2021-10-20 14:04:48,319  1744ms BackgroundExecution    CallSite.Target    - Execution loop Worker:4b4a7636 has started in 45,4389 ms
INFO  2021-10-20 14:04:48,319  1744ms ServiceBusManager      CallSite.Target    - Not checking for the existence of the queue desktopc6rc2dp
DEBUG 2021-10-20 14:04:48,321  1746ms ServiceBusManager      CallSite.Target    - Creating new QueueClient for queue desktopc6rc2dp
DEBUG 2021-10-20 14:04:48,350  1776ms BackgroundExecution    CallSite.Target    - Execution loop Worker:d968a898 has started in 76,4573 ms
INFO  2021-10-20 14:04:48,350  1776ms ServiceBusManager      CallSite.Target    - Not checking for the existence of the queue desktopc6rc2dp
DEBUG 2021-10-20 14:04:48,350  1776ms ServiceBusManager      CallSite.Target    - Creating new QueueClient for queue desktopc6rc2dp
INFO  2021-10-20 14:04:48,320  1746ms ServiceBusManager      CallSite.Target    - Not checking for the existence of the queue desktopc6rc2dp
DEBUG 2021-10-20 14:04:48,352  1777ms ServiceBusManager      CallSite.Target    - Creating new QueueClient for queue desktopc6rc2dp
DEBUG 2021-10-20 14:04:48,350  1776ms BackgroundExecution    CallSite.Target    - Execution loop Worker:c6e75782 has started in 76,4694 ms
INFO  2021-10-20 14:04:48,352  1777ms ServiceBusManager      CallSite.Target    - Not checking for the existence of the queue desktopc6rc2dp
